HJD	MAG	MER_2	GRADE
3421.885	10.819	0.034	A
3425.87703	10.874	0.037	A
3439.88995	10.847	0.037	A
3443.89901	10.983	0.028	A
3453.83731	10.847	0.039	A
3456.8536	10.858	0.028	A
3459.79667	10.861	0.025	A
3462.84334	10.862	0.03	A
3463.82755	10.844	0.025	A
3464.81415	11.103	0.024	A
3465.81872	10.81	0.03	A
3466.73487	10.839	0.028	A
3466.77767	10.832	0.027	A
3466.81491	10.851	0.026	A
3467.7197	10.836	0.027	A
3467.81497	11.056	0.025	A
3467.84351	11.159	0.026	A
3467.87276	11.236	0.029	A
3468.81363	10.88	0.026	A
3469.80453	10.858	0.025	A
3469.90615	10.854	0.028	A
3470.8109	11.01	0.027	A
3471.79905	10.84	0.029	A
3474.82583	10.859	0.032	A
3480.80583	10.844	0.031	A
3489.83687	10.888	0.031	A
3491.87232	10.939	0.036	A
3499.77216	10.876	0.032	A
3508.80229	10.848	0.024	A
3510.83179	10.865	0.024	A
3512.72396	10.852	0.026	A
3520.71696	10.904	0.029	A
3522.73616	10.851	0.027	A
3524.76487	10.897	0.036	A
3528.82715	10.817	0.034	A
3550.75292	11.011	0.034	A
3553.6694	11.141	0.028	A
3555.76872	10.866	0.027	A
3559.59918	10.881	0.028	A
3561.63612	10.854	0.03	A
3563.62058	10.825	0.026	A
3571.61055	10.893	0.028	A
3574.62507	10.865	0.027	A
3576.643	10.836	0.028	A
3578.64521	10.818	0.034	A
3587.65077	10.853	0.025	A
3592.53385	10.84	0.027	A
3594.58298	10.879	0.026	A
3599.60417	10.869	0.027	A
3601.6665	10.842	0.033	A
3603.66586	10.834	0.027	A
3618.6285	10.863	0.035	A
3626.52783	10.846	0.026	A
3629.59708	10.797	0.033	A
3631.5947	10.889	0.033	A
3634.50279	10.841	0.031	A
3642.50086	11.231	0.027	A
3644.56954	10.871	0.036	A
3648.54369	11.247	0.034	A
3653.50432	10.835	0.027	A
3659.50754	10.86	0.03	A
3662.49961	10.868	0.037	A
3665.49865	10.816	0.031	A
3670.49465	10.849	0.03	A
3779.84125	10.87	0.039	A
3779.8438	10.879	0.039	A
3779.84638	10.858	0.036	A
3779.85417	10.835	0.035	A
3779.86028	10.861	0.036	A
3779.8655	10.881	0.033	A
3779.87154	10.828	0.033	A
3779.88185	10.81	0.037	A
3780.84109	10.823	0.035	A
3780.84625	10.869	0.035	A
3780.85142	10.849	0.033	A
3780.85657	10.854	0.033	A
3780.86259	10.919	0.039	A
3781.83248	10.855	0.036	A
3781.83762	10.876	0.038	A
3781.84279	10.872	0.036	A
3781.84873	10.839	0.037	A
3781.85573	10.818	0.035	A
3781.86069	10.862	0.035	A
3781.86587	10.864	0.037	A
3781.8711	10.928	0.034	A
3781.87635	10.882	0.032	A
3781.88163	10.823	0.035	A
3781.8869	10.817	0.033	A
3782.83224	10.839	0.039	A
3782.83473	10.868	0.038	A
3782.83723	10.811	0.038	A
3791.88215	10.901	0.036	A
3795.88616	10.872	0.026	A
3799.88249	10.84	0.03	A
3803.88086	10.863	0.031	A
3807.88551	10.888	0.03	A
3811.87041	10.868	0.034	A
3814.88099	10.866	0.031	A
3818.8504	10.84	0.03	A
3821.90195	10.888	0.032	A
3825.83529	10.855	0.033	A
3828.85486	10.844	0.028	A
3831.8583	10.879	0.034	A
3834.81319	10.851	0.031	A
3837.82241	10.863	0.03	A
3849.84229	10.863	0.027	A
3852.78777	10.86	0.028	A
3860.83182	11.159	0.03	A
3864.75011	10.854	0.025	A
3874.88545	10.891	0.029	A
3877.71841	10.826	0.026	A
3880.76321	10.866	0.024	A
3883.70796	10.858	0.03	A
3887.72325	10.869	0.032	A
3891.72559	10.857	0.025	A
3893.71086	10.855	0.027	A
3896.71508	10.874	0.03	A
3903.74598	10.861	0.028	A
3907.7555	10.853	0.029	A
4157.87215	10.874	0.04	A
4161.8708	11.03	0.028	A
4165.86221	10.837	0.035	A
4173.90705	11.031	0.028	A
4177.85094	10.866	0.028	A
4189.83854	10.835	0.028	A
4191.89592	10.868	0.027	A
4194.81747	10.851	0.031	A
4202.83991	10.881	0.03	A
4212.89318	10.855	0.034	A
4215.86199	10.878	0.031	A
4229.80968	10.904	0.026	A
4231.80881	10.824	0.029	A
4233.82239	10.85	0.03	A
4238.82555	10.98	0.038	A
4246.72644	10.878	0.026	A
4250.72326	11.197	0.025	A
4256.88423	10.972	0.028	A
4266.76051	10.809	0.03	A
4269.64937	10.816	0.039	A
4272.68489	10.859	0.027	A
4274.69642	10.87	0.033	A
4277.65033	10.882	0.026	A
4289.73311	10.864	0.032	A
4291.73359	10.846	0.032	A
4293.72227	10.88	0.027	A
4295.73208	10.881	0.027	A
4303.63157	10.873	0.027	A
4316.68899	10.856	0.025	A
4319.66743	10.848	0.029	A
4331.54152	10.846	0.029	A
4336.51091	11.058	0.037	A
4341.54102	10.85	0.027	A
4343.55097	10.846	0.039	A
4351.5729	11.015	0.032	A
4354.55855	10.976	0.028	A
4356.5809	10.871	0.027	A
4358.55993	10.865	0.026	A
4364.48727	10.835	0.026	A
4368.5027	10.904	0.033	A
4372.55999	10.848	0.037	A
4376.50432	10.865	0.028	A
4384.50084	10.888	0.03	A
4519.8772	10.875	0.032	A
4523.87461	10.831	0.029	A
4528.87523	10.83	0.034	A
4537.8544	10.857	0.025	A
4540.88069	10.873	0.032	A
4548.84385	11.196	0.031	A
4551.88938	11.206	0.034	A
4559.84504	10.836	0.029	A
4562.8491	10.86	0.026	A
4565.84078	10.86	0.032	A
4568.83048	10.88	0.032	A
4571.80657	10.86	0.027	A
4573.84612	10.855	0.03	A
4575.82816	10.956	0.036	A
4578.84299	10.895	0.031	A
4583.80809	10.857	0.028	A
4586.83544	10.891	0.033	A
4589.77764	10.859	0.027	A
4592.75739	10.88	0.031	A
4595.7527	10.876	0.027	A
4597.79188	10.838	0.027	A
4602.74991	10.873	0.032	A
4606.75818	10.853	0.039	A
4609.76856	10.854	0.034	A
4615.80331	10.83	0.032	A
4617.73421	10.848	0.033	A
4623.73619	10.871	0.029	A
4627.70889	10.803	0.033	A
4629.68543	10.873	0.026	A
4631.69188	11.128	0.029	A
4633.66965	10.852	0.031	A
4640.65329	11.094	0.029	A
4642.66781	10.897	0.033	A
4644.68799	10.846	0.03	A
4646.69347	11.171	0.036	A
4650.7866	10.84	0.029	A
4653.59772	10.838	0.029	A
4655.62898	10.911	0.029	A
4657.66795	10.853	0.034	A
4664.61875	10.855	0.031	A
4666.63758	10.856	0.03	A
4672.63137	10.813	0.027	A
4675.67042	10.89	0.025	A
4685.56402	10.851	0.032	A
4687.55547	10.861	0.032	A
4691.54041	10.857	0.033	A
4694.60554	10.927	0.033	A
4698.59971	10.796	0.031	A
4700.60192	10.874	0.031	A
4702.61272	10.848	0.029	A
4706.65438	10.87	0.034	A
4709.60966	10.891	0.037	A
4720.54588	11.131	0.03	A
4722.58695	10.835	0.031	A
4725.60746	10.856	0.032	A
4728.56432	10.877	0.032	A
4734.56656	10.828	0.038	A
4738.56886	11.261	0.034	A
4741.54599	11.208	0.029	A
4746.49833	10.905	0.034	A
4748.54743	10.891	0.039	A
4755.51749	10.855	0.031	A
4758.51683	10.889	0.036	A
4762.49969	10.838	0.029	A
4883.88813	10.828	0.03	A
4891.89119	10.868	0.034	A
4905.86954	10.875	0.037	A
4916.87231	10.858	0.037	A
4919.8785	10.857	0.04	A
4928.88214	10.845	0.039	A
4940.81198	10.834	0.038	A
4949.78174	10.873	0.037	A
4954.80885	10.879	0.037	A
4969.83715	10.859	0.039	A
5014.65442	10.85	0.039	A
5021.66206	11.067	0.037	A
5023.66319	10.832	0.035	A
5090.50617	10.839	0.04	A
2727.8791	11.336	0.026	A
2463.62915	10.994	0.032	A
2727.8791	11.162	0.026	A
4174.888	10.83	0.027	A
4182.8593	10.848	0.029	A
4185.88879	10.809	0.036	A
4529.88086	10.806	0.029	A
4610.79568	10.91	0.029	A
4622.84965	10.904	0.03	A
4644.71315	10.849	0.028	A
4646.72327	11.18	0.034	A
4648.76647	10.823	0.032	A
4653.62437	10.862	0.027	A
4655.64838	10.955	0.026	A
4672.74283	10.852	0.026	A
4683.67285	10.846	0.032	A
4685.65558	10.878	0.03	A
4705.60573	10.866	0.03	A
4730.60855	10.823	0.029	A
4750.55467	11.204	0.034	A
4916.90251	10.846	0.036	A
4947.80677	11.131	0.036	A
5014.67289	10.846	0.036	A
1978.82867	10.944	0.042	B
2009.77624	10.886	0.047	B
1950.87667	10.85	0.035	B
1982.78124	10.938	0.043	B
1995.85896	10.873	0.044	B
1997.81005	10.856	0.043	B
2009.77624	10.855	0.047	B
2016.74768	10.855	0.044	B
2054.71297	10.848	0.033	B
2058.69545	11.225	0.031	B
2061.69207	11.185	0.031	B
2081.64255	10.872	0.031	B
2151.48663	10.85	0.042	B
2510.50631	10.932	0.049	B
2540.51591	11.163	0.047	B
2741.80834	10.861	0.039	B
2875.56816	10.847	0.04	B
3062.88964	11.189	0.049	B
3128.82064	10.916	0.05	B
3279.5035	10.843	0.049	B
1982.8134	10.909	0.043	B
1994.80332	10.873	0.041	B
1995.86118	10.854	0.041	B
1997.81687	10.812	0.045	B
1999.8049	10.876	0.039	B
2007.78028	10.891	0.046	B
2008.79273	10.85	0.051	B
2016.82118	10.831	0.04	B
2018.79094	10.815	0.04	B
2169.49699	10.834	0.044	B
2180.49392	10.779	0.049	B
2189.50807	10.899	0.035	B
2194.48907	10.798	0.036	B
2452.61887	10.814	0.039	B
2454.64958	11.126	0.036	B
2463.62915	11.006	0.041	B
2511.58272	10.899	0.046	B
2686.88122	10.885	0.041	B
2707.85348	10.895	0.045	B
3450.87447	10.844	0.041	B
3458.83295	11.226	0.035	B
3459.79925	10.832	0.045	B
3465.73791	10.86	0.043	B
3466.73234	10.905	0.05	B
3467.70741	10.862	0.041	B
3501.82031	10.856	0.043	B
3543.6904	10.849	0.045	B
3583.57726	10.873	0.036	B
3585.63449	10.863	0.034	B
3589.66296	10.887	0.036	B
3606.66516	10.848	0.052	B
3616.52797	10.827	0.044	B
3620.61954	10.773	0.036	B
3656.53036	10.812	0.035	B
3779.83875	10.849	0.041	B
3855.77857	10.935	0.048	B
3858.76756	10.826	0.051	B
3862.80013	10.837	0.034	B
3866.75172	11.001	0.033	B
3871.79245	10.894	0.036	B
3901.75379	10.853	0.038	B
3905.74314	10.872	0.035	B
3981.5036	10.87	0.04	B
4185.8448	10.844	0.042	B
4208.89173	10.891	0.042	B
4227.81379	10.825	0.046	B
4259.677	10.946	0.05	B
4285.74268	10.822	0.048	B
4299.69626	10.851	0.043	B
4301.63278	10.789	0.052	B
4309.58975	10.872	0.047	B
4329.53958	10.892	0.043	B
4338.6709	10.832	0.047	B
4345.57026	11.114	0.036	B
4349.56697	10.888	0.046	B
4378.52569	10.887	0.034	B
4381.50343	10.851	0.038	B
4611.77997	10.874	0.032	B
4621.70612	10.853	0.043	B
4660.62419	10.893	0.043	B
4678.66736	10.869	0.043	B
4683.5836	10.861	0.036	B
4731.51279	10.818	0.041	B
4887.88125	10.84	0.043	B
4924.90185	10.929	0.048	B
4931.85116	10.848	0.042	B
4937.87173	10.87	0.043	B
4946.80645	10.868	0.043	B
4952.7657	10.86	0.046	B
4959.80826	11.02	0.046	B
4973.69375	10.831	0.049	B
4975.76423	10.874	0.041	B
4984.73955	10.85	0.049	B
4988.72387	10.874	0.049	B
5002.68726	10.849	0.043	B
5006.68763	10.891	0.053	B
5009.6562	10.909	0.046	B
5019.64705	10.857	0.047	B
5025.67326	10.874	0.045	B
5040.59066	10.881	0.042	B
5042.57325	10.982	0.041	B
5047.58087	10.821	0.048	B
5049.60364	10.846	0.043	B
5101.57892	10.866	0.05	B
5105.53023	10.877	0.043	B
5111.51395	10.877	0.039	B
5116.50983	11.055	0.044	B
2454.64958	11.142	0.042	B
2770.8104	11.131	0.048	B
4938.89072	11.001	0.043	B
5006.70876	10.859	0.046	B
