HJD	MAG	MER_3	GRADE
4404.74713	9.748	0.029	A
4408.63018	9.802	0.031	A
4413.78295	9.752	0.035	A
4429.67643	9.724	0.035	A
4431.71853	9.743	0.032	A
4442.64326	9.751	0.032	A
4493.5487	9.699	0.032	A
4501.53392	9.765	0.04	A
4652.93805	9.736	0.03	A
4664.91652	9.749	0.033	A
4676.9208	9.75	0.034	A
4690.88394	9.839	0.029	A
4694.86448	9.724	0.03	A
4698.84247	9.786	0.032	A
4702.88602	9.741	0.027	A
4705.84353	9.821	0.032	A
4708.83942	9.724	0.029	A
4720.80691	9.737	0.028	A
4722.85579	9.738	0.029	A
4725.81432	9.983	0.031	A
4729.81407	9.73	0.03	A
4733.77894	9.719	0.027	A
4738.7882	9.753	0.028	A
4741.75662	9.729	0.029	A
4753.72551	9.716	0.029	A
4756.75683	9.727	0.034	A
4758.82371	9.75	0.03	A
4761.69448	9.762	0.028	A
4764.682	9.733	0.031	A
4766.76915	9.73	0.026	A
4769.67577	9.754	0.029	A
4771.70405	9.683	0.035	A
4773.7714	9.746	0.028	A
4776.65252	9.733	0.027	A
4778.68034	9.739	0.031	A
4784.67092	9.712	0.04	A
4787.64719	9.735	0.031	A
4796.62875	9.736	0.038	A
4799.61882	10.016	0.034	A
4801.66543	9.762	0.027	A
4806.63626	9.781	0.034	A
4817.58131	9.741	0.037	A
4826.59595	9.817	0.039	A
5021.93578	9.736	0.044	A
5088.79721	9.764	0.038	A
5098.75859	9.742	0.043	A
5106.7839	9.734	0.042	A
5144.712	9.763	0.039	A
5147.76268	9.737	0.04	A
5157.67295	9.723	0.041	A
2884.75162	9.719	0.046	B
1929.55084	9.756	0.028	B
2465.89944	9.727	0.054	B
2493.85364	9.699	0.055	B
2529.76217	9.684	0.04	B
2627.56624	9.763	0.042	B
2629.57101	9.938	0.036	B
2643.59948	9.771	0.032	B
2953.6829	9.746	0.047	B
2967.68609	9.708	0.055	B
3012.61787	9.771	0.042	B
3055.52244	9.786	0.048	B
3367.59743	9.781	0.041	B
2884.76849	9.745	0.046	B
3276.73893	9.731	0.034	B
3326.62166	9.768	0.042	B
3363.59763	9.685	0.044	B
3383.60179	9.696	0.039	B
3390.54816	9.759	0.042	B
3398.5418	9.747	0.037	B
3406.52713	9.732	0.037	B
3571.91973	9.725	0.042	B
3582.91078	9.773	0.04	B
3651.73201	9.751	0.037	B
3699.72999	9.764	0.041	B
3702.66905	9.762	0.036	B
3705.6569	9.841	0.035	B
3708.64603	9.732	0.036	B
3721.61563	9.746	0.039	B
3724.60695	9.728	0.039	B
3727.59646	9.708	0.037	B
3730.64876	9.753	0.041	B
3734.57605	9.701	0.042	B
3737.56996	9.705	0.033	B
3739.61782	9.732	0.042	B
3745.58187	10.127	0.046	B
3748.58073	9.707	0.036	B
3754.58112	9.73	0.04	B
3757.55847	9.736	0.033	B
3760.55212	9.736	0.036	B
3763.54815	9.716	0.039	B
3766.53743	9.755	0.038	B
3773.53594	9.764	0.042	B
4089.60743	9.778	0.042	B
4092.59598	9.763	0.035	B
4104.61131	9.718	0.038	B
4111.59145	9.741	0.04	B
4131.54528	9.749	0.039	B
4134.5477	10.171	0.051	B
4137.53864	9.707	0.044	B
4140.52859	9.731	0.042	B
4297.92201	9.773	0.051	B
4304.91728	9.733	0.033	B
4346.90668	9.755	0.042	B
4362.76468	9.693	0.033	B
4420.62822	9.737	0.042	B
4422.69779	9.72	0.032	B
4436.72251	9.734	0.031	B
4439.64607	9.662	0.032	B
4456.56575	9.73	0.05	B
4459.55753	9.685	0.041	B
4462.56032	10.06	0.032	B
4464.62485	9.732	0.037	B
4467.59289	9.723	0.037	B
4470.59331	9.652	0.04	B
4477.56771	9.743	0.046	B
4484.55683	9.804	0.043	B
4487.55735	9.746	0.041	B
4490.55048	9.776	0.032	B
4498.53371	9.783	0.032	B
4505.53048	9.784	0.036	B
4684.88154	9.726	0.035	B
4793.63994	9.761	0.046	B
4804.57672	9.711	0.034	B
4811.59834	9.736	0.045	B
4814.59773	9.72	0.042	B
4820.60448	9.756	0.04	B
4823.59656	9.781	0.039	B
4831.58562	9.742	0.044	B
4834.5708	9.733	0.044	B
4839.55352	9.904	0.042	B
4842.57738	9.834	0.048	B
4845.56664	9.76	0.045	B
4851.55844	9.698	0.05	B
4859.53715	9.7	0.038	B
4871.52624	9.751	0.044	B
5048.91387	9.718	0.045	B
5063.8741	9.714	0.049	B
5070.85305	9.752	0.045	B
5074.84977	9.706	0.055	B
5085.84064	9.747	0.041	B
5104.78093	9.755	0.042	B
2643.62191	29.999	0.026	C
2946.67819	29.999	0.023	C
3674.76339	9.705	0.032	C
4410.78397	9.69	0.041	C
4848.56223	9.744	0.034	C
2467.90073	9.709	0.12	D
2836.90342	9.794	0.06	D
2839.91485	9.711	0.081	D
2920.81484	9.673	0.091	D
2969.64911	9.776	0.064	D
3015.62601	9.795	0.081	D
3271.74163	9.735	0.11	D
3281.84246	9.824	0.094	D
3367.59743	9.758	0.06	D
3395.56355	10.388	0.097	D
3602.85139	10.066	0.071	D
3780.51809	9.676	0.056	D
3983.79869	9.789	0.072	D
4128.53921	9.747	0.06	D
4310.91269	9.709	0.074	D
4334.83419	9.849	0.069	D
4338.81665	9.766	0.07	D
4474.59406	9.793	0.061	D
4746.78661	9.725	0.07	D
4751.81548	9.75	0.138	D
4866.53803	9.765	0.057	D
5057.91685	9.702	0.067	D
5079.86029	9.729	0.061	D
5112.76941	9.779	0.076	D
5116.72967	9.752	0.055	D
5155.63853	10.132	0.06	D
5163.62542	9.74	0.055	D
5167.62226	9.743	0.062	D
