HJD	MAG	MER_3	GRADE
2632.82728	9.924	0.031	A
2635.75683	10.021	0.038	A
2637.77112	9.963	0.033	A
2639.7962	9.954	0.031	A
2642.72498	9.968	0.029	A
2644.76223	9.929	0.03	A
2646.74176	9.946	0.03	A
2649.7291	9.958	0.032	A
2651.70134	9.944	0.029	A
2655.75598	9.957	0.042	A
2658.72732	9.974	0.032	A
2660.71359	9.957	0.041	A
2664.70207	9.954	0.031	A
2666.70873	9.938	0.03	A
2670.69873	10.239	0.03	A
2672.7063	9.95	0.03	A
2674.68735	9.958	0.031	A
2676.67823	9.976	0.029	A
2678.65917	9.954	0.03	A
2680.66204	9.97	0.028	A
2683.70211	9.962	0.029	A
2685.66896	9.936	0.032	A
2688.80108	9.976	0.033	A
2690.72868	9.949	0.031	A
2692.78536	9.941	0.029	A
2694.70389	9.991	0.033	A
2698.71925	10.123	0.031	A
2700.69744	9.957	0.032	A
2704.67416	9.952	0.029	A
2706.64392	9.952	0.031	A
2709.73956	9.929	0.04	A
2711.63913	9.921	0.037	A
2712.77612	10.061	0.032	A
2714.62092	9.95	0.033	A
2715.71885	10.025	0.039	A
2719.6097	9.943	0.03	A
2720.73758	9.95	0.03	A
2722.64491	9.967	0.032	A
2724.64281	9.964	0.034	A
2726.6412	9.958	0.03	A
2728.6325	9.972	0.029	A
2730.62847	9.988	0.028	A
2733.67491	9.936	0.029	A
2734.7536	9.96	0.03	A
2736.58174	9.961	0.033	A
2738.58612	9.936	0.03	A
2742.576	9.966	0.029	A
2743.72144	9.958	0.031	A
2750.64655	9.944	0.028	A
2752.60074	9.97	0.032	A
2754.68518	9.938	0.029	A
2756.66452	9.955	0.036	A
2764.61783	9.935	0.03	A
2766.63155	9.941	0.03	A
2783.53451	9.955	0.032	A
2785.53623	9.928	0.038	A
2787.53095	9.972	0.034	A
2793.47886	10.002	0.044	A
2796.4754	9.925	0.041	A
2804.56096	9.983	0.038	A
2810.48807	9.93	0.031	A
2820.47253	9.946	0.036	A
2830.46748	9.955	0.035	A
2835.46419	9.925	0.034	A
2886.91628	9.996	0.035	A
2900.87881	9.946	0.041	A
2911.87233	9.985	0.03	A
2916.86024	9.978	0.032	A
2922.83966	9.942	0.034	A
2926.84793	9.961	0.032	A
2929.82952	9.974	0.034	A
2932.85423	9.949	0.031	A
2935.84658	9.959	0.031	A
2940.81313	9.941	0.032	A
2943.81584	9.939	0.034	A
2946.80063	9.94	0.033	A
2949.81498	9.945	0.029	A
2952.81836	9.974	0.032	A
2956.80532	9.979	0.03	A
2960.81315	9.949	0.029	A
2963.81941	9.954	0.029	A
2970.82565	9.963	0.029	A
2974.77101	9.954	0.029	A
2976.82304	10.172	0.029	A
2979.77	9.954	0.032	A
2982.7734	9.946	0.032	A
2985.78731	9.954	0.032	A
2988.77577	9.958	0.03	A
2994.7642	9.941	0.03	A
2997.75624	9.98	0.034	A
3006.73075	9.971	0.029	A
3010.77401	9.944	0.033	A
3013.70543	9.986	0.031	A
3016.7692	9.948	0.03	A
3018.77406	9.976	0.035	A
3029.73569	10.268	0.036	A
3031.8034	9.959	0.03	A
3033.78899	9.951	0.029	A
3036.65284	10.144	0.031	A
3040.72601	9.938	0.031	A
3042.81857	9.953	0.031	A
3048.67879	9.958	0.032	A
3051.64594	9.966	0.028	A
3053.70598	9.953	0.029	A
3055.77455	9.937	0.032	A
3060.66047	9.991	0.032	A
3064.78028	10.033	0.035	A
3067.73772	10.463	0.03	A
3069.74075	9.927	0.033	A
3071.75448	9.961	0.033	A
3073.80545	9.947	0.032	A
3076.61331	9.995	0.031	A
3078.61143	9.967	0.032	A
3082.66739	9.958	0.035	A
3086.65627	9.971	0.031	A
3088.66661	9.965	0.035	A
3092.66132	9.968	0.029	A
3096.64795	10.205	0.031	A
3098.6629	9.964	0.031	A
3100.69206	9.946	0.032	A
3102.68617	9.957	0.03	A
3104.6975	9.936	0.031	A
3106.69262	9.972	0.03	A
3108.69749	9.988	0.039	A
3110.70604	10.252	0.031	A
3112.70769	9.957	0.028	A
3118.65612	9.937	0.029	A
3122.55511	9.944	0.03	A
3124.58687	9.992	0.029	A
3126.60831	9.962	0.03	A
3128.62759	9.956	0.032	A
3130.64806	9.967	0.033	A
3132.64848	9.934	0.039	A
3144.55509	9.934	0.03	A
3146.61609	9.935	0.032	A
3154.5216	9.946	0.03	A
3158.51111	9.951	0.036	A
3160.52959	9.955	0.033	A
3163.54146	10.14	0.03	A
3165.54549	9.957	0.029	A
3168.55532	9.947	0.03	A
3177.45901	10.123	0.041	A
3184.50874	10.154	0.031	A
3187.47858	9.968	0.03	A
3403.70473	9.923	0.032	A
3405.70861	9.927	0.035	A
3411.82159	9.93	0.037	A
3414.62426	9.951	0.035	A
3416.66712	9.955	0.034	A
3418.67113	9.946	0.035	A
3422.67448	9.953	0.039	A
3424.68282	9.937	0.034	A
3426.68393	9.944	0.037	A
3430.69572	9.929	0.032	A
3432.69235	9.954	0.037	A
3434.68526	9.936	0.038	A
3438.56644	9.941	0.034	A
3443.73043	9.944	0.033	A
3445.71798	9.929	0.038	A
1873.77242	11.336	0.034	A
1868.81502	9.943	0.048	A
1889.71592	9.946	0.045	A
1899.74516	10.257	0.038	A
1900.75003	9.949	0.038	A
1952.6358	10.097	0.038	A
1954.64167	9.934	0.038	A
1955.63578	9.936	0.04	A
2167.87599	9.93	0.046	A
2171.89978	9.945	0.042	A
2173.88848	9.935	0.039	A
2183.89595	9.97	0.042	A
2185.8594	9.952	0.037	A
2190.82178	9.948	0.04	A
2192.83463	9.948	0.041	A
2194.83789	9.937	0.039	A
2196.8559	9.949	0.048	A
2198.8353	10.054	0.039	A
2200.84074	9.975	0.04	A
2202.82592	9.949	0.038	A
2214.79293	9.932	0.04	A
2217.80325	9.955	0.039	A
2221.81813	9.959	0.049	A
2224.79951	9.958	0.041	A
2226.77659	9.947	0.042	A
2230.76281	9.988	0.04	A
2233.73331	9.955	0.041	A
2234.84825	9.953	0.045	A
2236.76626	9.962	0.043	A
2239.76902	10.01	0.048	A
2241.7535	9.94	0.044	A
2243.73718	9.935	0.049	A
2250.72981	9.952	0.048	A
3296.85161	9.952	0.037	A
3386.67459	9.949	0.048	A
3388.72835	10.295	0.045	A
3390.7798	9.939	0.041	A
3393.79208	9.932	0.046	A
3396.65706	9.945	0.044	A
3400.72817	9.951	0.047	A
3403.72173	9.942	0.043	A
3405.72563	9.942	0.04	A
3407.79322	9.933	0.047	A
3410.61467	9.93	0.049	A
3412.66924	9.931	0.046	A
3414.66715	9.957	0.039	A
3416.66253	9.949	0.051	A
3422.66998	9.939	0.051	A
3424.67652	9.922	0.051	A
3426.67929	9.919	0.047	A
3430.69115	9.948	0.038	A
3434.68053	9.972	0.047	A
3438.55398	9.957	0.044	A
3443.69731	9.938	0.042	A
3447.69661	9.919	0.046	A
3452.58829	9.953	0.036	A
3454.66126	9.93	0.044	A
3456.65622	9.94	0.044	A
3458.63914	9.952	0.037	A
3460.64214	9.966	0.037	A
3462.64611	10.244	0.044	A
3464.68701	10.172	0.043	A
3466.68895	9.941	0.044	A
3469.67192	10.249	0.037	A
3471.68548	9.951	0.034	A
3473.69805	9.929	0.033	A
3476.59406	9.958	0.045	A
3478.58416	9.929	0.045	A
3480.60661	9.94	0.045	A
3482.61641	9.938	0.043	A
3484.65716	10.006	0.054	A
3489.53286	9.938	0.038	A
3491.54928	9.95	0.046	A
3495.54808	9.94	0.042	A
3497.60526	9.963	0.041	A
3506.55866	9.936	0.037	A
3511.46107	9.958	0.042	A
3513.48395	9.952	0.043	A
3517.48568	9.946	0.044	A
3521.48778	9.927	0.036	A
3523.51337	9.947	0.052	A
3526.50269	9.958	0.048	A
3528.51283	9.945	0.046	A
3530.50765	9.94	0.041	A
3538.49175	9.94	0.047	A
3542.46998	9.945	0.052	A
3547.4574	9.942	0.035	A
3554.47053	9.937	0.035	A
3620.90978	9.947	0.046	A
3629.90177	9.958	0.041	A
3636.89495	9.938	0.045	A
3643.88759	9.949	0.039	A
3650.86284	9.936	0.046	A
3654.85637	9.956	0.045	A
3657.85699	9.951	0.043	A
3660.86813	9.923	0.046	A
3664.8423	9.944	0.045	A
3668.86881	9.952	0.04	A
3672.82663	9.955	0.04	A
3701.7695	9.963	0.053	A
3705.76673	9.947	0.048	A
3708.79701	9.974	0.042	A
3712.81877	9.938	0.041	A
3715.78641	9.958	0.049	A
3721.75569	9.95	0.047	A
3724.75682	9.93	0.045	A
3727.74316	9.941	0.046	A
3731.7497	9.924	0.051	A
3734.75231	9.982	0.054	A
3737.73101	9.959	0.043	A
3739.80114	9.956	0.044	A
3747.75667	10.264	0.046	A
3750.67927	9.938	0.046	A
3752.79865	9.945	0.049	A
3755.68198	9.925	0.047	A
3757.72983	9.952	0.043	A
3759.78819	9.949	0.046	A
3765.64909	9.94	0.045	A
3767.79399	9.94	0.051	A
3787.63758	9.946	0.045	A
3789.69831	9.938	0.046	A
3792.6278	9.94	0.051	A
3794.67801	9.964	0.042	A
3796.70212	9.971	0.044	A
3798.7752	9.943	0.053	A
3803.68149	9.957	0.053	A
3808.68984	9.969	0.046	A
3810.73267	9.947	0.049	A
3812.7415	9.945	0.049	A
3814.76016	10.196	0.046	A
3817.5707	9.963	0.044	A
3819.60555	9.933	0.051	A
3821.65586	10.189	0.046	A
3823.67057	9.97	0.047	A
3825.68994	9.921	0.05	A
3827.72237	9.959	0.044	A
3830.55742	9.944	0.048	A
3832.56577	9.957	0.048	A
3834.57479	9.94	0.045	A
3836.5904	9.929	0.053	A
3847.54475	9.97	0.05	A
3849.5959	9.975	0.047	A
3851.59758	9.952	0.041	A
3853.60811	9.93	0.039	A
3856.52397	9.947	0.048	A
3860.63084	9.965	0.044	A
3862.58287	9.95	0.045	A
3864.6083	9.948	0.048	A
3867.54022	10.208	0.047	A
3869.54809	9.94	0.045	A
3871.54614	9.96	0.043	A
3875.54849	9.956	0.039	A
3877.57193	9.956	0.044	A
3881.53603	10.282	0.042	A
3886.46188	9.949	0.041	A
3890.50357	9.964	0.04	A
3892.51627	9.957	0.041	A
3896.51693	9.93	0.042	A
3899.49246	9.955	0.045	A
3901.52375	9.93	0.043	A
3904.47849	9.931	0.043	A
3906.48676	9.949	0.046	A
3908.50473	9.95	0.043	A
3983.91144	10.094	0.052	A
4090.75448	9.921	0.054	A
4105.70497	9.953	0.038	A
4107.75333	9.942	0.035	A
4111.7559	9.952	0.036	A
4127.64721	9.946	0.047	A
4129.69433	9.95	0.041	A
4131.74117	9.943	0.037	A
4133.75857	9.949	0.042	A
4137.7656	9.95	0.041	A
4139.79778	9.965	0.042	A
4141.83123	9.964	0.045	A
4146.66145	9.93	0.038	A
4149.74315	9.933	0.042	A
4151.78698	9.972	0.04	A
4154.57689	9.951	0.042	A
4156.62669	9.954	0.041	A
4160.67321	9.947	0.035	A
4162.67771	9.94	0.038	A
4164.7057	9.948	0.04	A
4172.68111	9.945	0.042	A
4174.69418	9.957	0.036	A
4179.72217	9.954	0.039	A
4181.73005	9.903	0.048	A
4184.53797	9.96	0.039	A
4188.55535	9.958	0.033	A
4190.54405	9.961	0.038	A
4192.55053	9.944	0.04	A
4194.60611	9.965	0.036	A
4204.6743	9.95	0.036	A
4208.63642	9.956	0.052	A
4213.5388	9.969	0.039	A
4216.58968	9.952	0.035	A
4228.56871	9.941	0.034	A
4230.57234	9.959	0.036	A
4232.57579	9.944	0.036	A
4234.57756	9.942	0.036	A
4246.52761	9.954	0.036	A
4253.47307	9.958	0.036	A
4256.50932	9.961	0.035	A
4258.52019	10.186	0.035	A
4267.4776	9.946	0.037	A
4269.51281	9.934	0.037	A
4274.46529	9.951	0.034	A
4278.46077	9.959	0.037	A
4283.46631	9.925	0.053	A
4286.45919	10.151	0.04	A
4291.45648	9.935	0.036	A
4342.91765	9.936	0.041	A
4348.90782	9.949	0.036	A
4357.90493	9.917	0.036	A
4363.89089	10.234	0.036	A
4367.89855	9.969	0.047	A
4371.88453	9.938	0.039	A
4376.87933	9.951	0.037	A
4380.86732	9.956	0.04	A
4388.87591	9.976	0.037	A
4392.85566	9.983	0.043	A
4402.86464	9.951	0.036	A
4406.85821	9.944	0.048	A
4409.8369	9.944	0.041	A
4413.83594	9.944	0.037	A
4421.84063	9.916	0.038	A
4425.85337	9.953	0.036	A
4429.78723	9.982	0.039	A
4432.81583	9.963	0.04	A
4435.82321	9.954	0.035	A
4438.8046	9.954	0.043	A
4441.79492	9.925	0.036	A
4453.76174	9.944	0.036	A
4456.75182	9.946	0.043	A
4459.73947	9.953	0.044	A
4462.72389	9.941	0.035	A
4464.81807	9.943	0.036	A
4467.7307	9.955	0.041	A
4470.73132	9.951	0.05	A
4473.78985	9.928	0.043	A
4477.70809	9.864	0.05	A
4479.8149	9.952	0.042	A
4482.74265	9.931	0.036	A
4485.73836	9.939	0.038	A
4487.75771	9.968	0.041	A
4490.64646	10.148	0.037	A
4492.70506	9.954	0.033	A
4494.72186	9.945	0.034	A
4497.8366	9.957	0.037	A
4500.64302	9.914	0.046	A
4502.78318	9.941	0.042	A
4505.62345	9.94	0.041	A
4507.68074	9.96	0.043	A
4509.75839	9.938	0.04	A
4512.60547	9.958	0.049	A
4515.75809	9.974	0.044	A
4518.5885	10.016	0.038	A
4520.62741	9.922	0.036	A
4522.63034	9.921	0.04	A
4524.64897	9.941	0.034	A
4526.66155	9.962	0.042	A
4528.71205	9.968	0.043	A
4530.78251	9.946	0.039	A
4536.68224	9.972	0.033	A
4538.71929	9.95	0.036	A
4541.54464	9.953	0.037	A
4547.62146	9.954	0.048	A
4551.73116	9.971	0.043	A
4554.56491	9.94	0.041	A
4556.58321	9.948	0.047	A
4558.59524	9.95	0.035	A
4560.62182	9.934	0.036	A
4562.65058	9.927	0.036	A
4565.51471	9.943	0.04	A
4567.55101	9.938	0.039	A
4569.57239	9.928	0.038	A
4571.58769	10.167	0.039	A
4573.61089	9.927	0.04	A
4575.63998	9.959	0.038	A
4579.6396	9.942	0.04	A
4582.63856	9.933	0.046	A
4586.52741	9.955	0.039	A
4588.60587	9.955	0.039	A
4590.61468	10	0.041	A
4592.63074	10.284	0.038	A
4595.50733	9.956	0.038	A
4597.51476	9.947	0.038	A
4599.5681	10.044	0.044	A
4601.59118	9.957	0.04	A
4606.46746	9.922	0.042	A
4608.51598	9.951	0.037	A
4611.5081	9.934	0.037	A
4616.47739	9.934	0.04	A
4618.53529	9.938	0.036	A
4622.53153	9.948	0.037	A
4627.50963	9.936	0.035	A
4629.51909	9.944	0.043	A
4632.51311	9.943	0.037	A
4639.48385	9.969	0.041	A
4642.49212	9.968	0.041	A
4645.47754	10.264	0.041	A
4648.47631	9.957	0.046	A
4652.46383	10.291	0.046	A
4727.89793	9.954	0.043	A
4744.8797	9.942	0.034	A
4750.86485	9.952	0.034	A
4754.85214	9.915	0.04	A
4758.83948	9.938	0.037	A
4762.8331	9.941	0.037	A
4766.84826	9.974	0.039	A
4770.81426	9.957	0.034	A
4774.8161	9.932	0.035	A
4778.80372	9.961	0.035	A
4782.84613	10.014	0.039	A
4786.83171	9.975	0.036	A
4793.78534	9.964	0.037	A
4797.81885	9.952	0.042	A
4800.82645	9.965	0.045	A
4804.7567	9.925	0.038	A
4807.79511	9.961	0.035	A
4810.79414	10.102	0.041	A
4813.80873	9.959	0.039	A
4816.76751	9.953	0.037	A
4820.7186	9.944	0.041	A
4823.74835	9.944	0.038	A
4826.76493	9.945	0.036	A
4829.72918	9.944	0.037	A
4835.71478	9.952	0.041	A
4838.70591	9.944	0.037	A
4843.69658	9.954	0.04	A
4846.73522	9.933	0.039	A
4849.67136	10.188	0.039	A
4857.70986	9.949	0.046	A
4861.66901	9.944	0.049	A
4867.65336	9.923	0.046	A
4869.68089	9.989	0.048	A
4871.72642	9.945	0.046	A
4876.77403	9.962	0.04	A
4879.67794	9.949	0.039	A
4881.73983	9.941	0.038	A
4884.66503	10.004	0.045	A
4889.63218	9.945	0.051	A
4914.54571	9.941	0.051	A
4919.55681	9.946	0.051	A
4936.60304	9.939	0.054	A
5088.90271	10.205	0.049	A
5165.79119	9.948	0.053	A
3383.77001	9.971	0.036	A
3388.75377	10.3	0.032	A
3620.91224	9.948	0.04	A
3629.90377	9.958	0.038	A
3643.88952	9.942	0.034	A
3650.88293	9.958	0.042	A
3658.8522	9.919	0.036	A
3662.85715	9.938	0.044	A
3666.84291	10.276	0.042	A
3670.85787	9.93	0.034	A
3674.8423	9.952	0.037	A
3701.8147	9.948	0.041	A
3705.79607	9.936	0.036	A
3713.76238	9.953	0.035	A
3716.79539	9.979	0.037	A
3722.77278	9.955	0.04	A
3725.78443	9.957	0.034	A
3732.74423	9.949	0.035	A
3771.65768	9.957	0.045	A
4107.80759	9.979	0.029	A
4125.67927	9.939	0.032	A
4127.73526	9.976	0.029	A
4129.73018	9.946	0.03	A
4136.65461	9.972	0.034	A
4140.7157	9.913	0.033	A
4142.74158	9.958	0.031	A
4147.6263	9.96	0.031	A
4150.69082	9.956	0.033	A
4152.70415	10.136	0.042	A
4158.77282	9.971	0.033	A
4160.80527	9.966	0.032	A
4167.7141	9.967	0.033	A
4172.77474	9.963	0.031	A
4175.54732	9.938	0.032	A
4177.74072	9.964	0.034	A
4180.61131	9.937	0.038	A
4182.64397	9.944	0.033	A
4184.63965	9.979	0.038	A
4188.64111	9.991	0.029	A
4190.66528	9.966	0.032	A
4192.678	9.988	0.033	A
4194.71605	9.99	0.033	A
4197.71418	9.96	0.035	A
4200.62567	9.959	0.029	A
4203.63269	10.022	0.032	A
4205.63519	9.959	0.035	A
4208.70116	9.963	0.042	A
4213.54279	9.95	0.031	A
4216.59637	9.93	0.032	A
4228.57499	9.98	0.03	A
4230.57859	9.96	0.031	A
4232.58206	9.974	0.031	A
4234.58383	9.977	0.039	A
4238.60793	9.951	0.038	A
4267.48067	9.974	0.031	A
4269.51584	9.986	0.028	A
4276.46607	9.96	0.03	A
4286.48216	10.119	0.034	A
4291.46007	9.931	0.03	A
4293.47157	10.366	0.029	A
4296.46067	9.987	0.032	A
4358.8975	9.972	0.033	A
4364.89861	9.957	0.033	A
4376.89033	9.966	0.038	A
4380.8787	9.98	0.038	A
4384.87116	10.195	0.039	A
4404.86068	9.953	0.033	A
4408.83242	9.939	0.036	A
4412.85613	9.957	0.034	A
4422.80311	9.968	0.037	A
4430.79813	10.125	0.037	A
4433.81072	9.964	0.029	A
4436.82594	9.951	0.034	A
4439.82787	9.936	0.038	A
4443.79438	9.944	0.031	A
4453.78864	9.971	0.034	A
4456.77285	9.967	0.035	A
4459.77281	9.961	0.04	A
4462.75628	9.982	0.033	A
4465.7521	10.017	0.041	A
4471.78553	10.004	0.041	A
4474.80242	9.942	0.035	A
4478.68917	9.961	0.035	A
4487.74331	9.944	0.035	A
4489.80216	9.965	0.033	A
4492.68584	9.937	0.031	A
4494.7243	9.923	0.032	A
4497.83911	9.972	0.03	A
4500.66031	9.964	0.04	A
4502.80062	9.967	0.038	A
4505.6553	9.933	0.039	A
4512.63468	9.911	0.041	A
4515.78925	9.969	0.043	A
4518.6188	10.104	0.034	A
4520.65871	9.964	0.031	A
4522.65552	9.952	0.037	A
4526.71683	9.987	0.037	A
4528.78222		0.036	A
4531.62678	9.966	0.033	A
4535.57486	9.942	0.034	A
4537.6274	10.003	0.034	A
4539.62708	9.945	0.044	A
4541.63413	9.981	0.032	A
4543.65013	9.952	0.037	A
4547.70268	9.984	0.041	A
4552.67186	9.965	0.031	A
4554.70322	9.961	0.039	A
4558.75254	9.967	0.033	A
4560.72191	9.952	0.032	A
4563.55671	10.181	0.033	A
4565.59322	9.959	0.031	A
4567.62348	9.986	0.038	A
4569.62518	10.004	0.033	A
4571.61916	10.086	0.033	A
4573.64508	9.925	0.038	A
4579.66316	9.999	0.036	A
4585.68182	10.151	0.032	A
4588.57365	9.97	0.037	A
4590.5939	9.983	0.038	A
4592.61439	10.293	0.035	A
4594.63481	9.95	0.032	A
4599.50742	9.972	0.036	A
4601.55484	9.971	0.036	A
4603.59997	9.999	0.046	A
4607.60269	9.976	0.036	A
4620.51002	9.967	0.033	A
4623.50832	9.948	0.032	A
4626.49461	9.915	0.033	A
4630.5403	9.954	0.033	A
4633.50436	9.953	0.04	A
4639.48684	9.955	0.035	A
4642.49527	9.947	0.037	A
4644.50358	9.951	0.04	A
4653.46507	10.154	0.036	A
4655.46905	9.954	0.038	A
4659.47597	10.111	0.04	A
4665.45899	9.948	0.039	A
4727.89999	9.962	0.04	A
4750.88303	9.985	0.033	A
4754.86805	9.959	0.037	A
4758.85392	9.952	0.032	A
4762.85214	9.951	0.031	A
4766.8623	9.948	0.035	A
4770.83277	9.94	0.036	A
4774.82742	9.978	0.029	A
4778.81716	9.95	0.03	A
4787.82422	9.991	0.036	A
4794.83084	9.949	0.037	A
4798.80594	9.963	0.031	A
4801.84023	9.944	0.031	A
4805.78365	9.944	0.031	A
4808.83431	9.947	0.031	A
4812.80813	9.92	0.037	A
4815.79281	9.96	0.036	A
4819.79314	10.582	0.031	A
4822.77339	9.973	0.035	A
4825.76595	10.012	0.034	A
4828.7549	9.95	0.036	A
4831.75557	9.922	0.035	A
4834.74398	9.925	0.03	A
4837.72602	9.981	0.041	A
4843.72038	9.957	0.036	A
4846.76017	9.944	0.034	A
4849.69454	10.121	0.03	A
4852.68931	9.985	0.039	A
4855.73558	9.918	0.035	A
4858.68872	9.97	0.041	A
4867.7286	9.935	0.044	A
4871.73854	9.976	0.042	A
4876.78291	9.933	0.037	A
4882.61701	9.965	0.037	A
4884.71333	10.13	0.037	A
1925.70875	9.942	0.047	B
1949.67638	9.947	0.048	B
1950.65378	9.931	0.049	B
1977.59468	9.955	0.05	B
1978.60762	9.955	0.053	B
1979.63098	9.972	0.056	B
1981.57604	9.97	0.051	B
1985.5812	9.951	0.051	B
1993.57002	9.962	0.054	B
1995.54446	9.998	0.059	B
2071.4672	9.959	0.042	B
2776.52566	9.929	0.049	B
3062.67847	9.957	0.046	B
3090.66926	9.926	0.043	B
3296.87034	9.912	0.053	B
3440.66136	9.96	0.056	B
3449.69895	9.93	0.057	B
3500.60924	9.947	0.056	B
3718.77359	9.936	0.052	B
3742.71132	9.953	0.051	B
3762.68911	9.958	0.054	B
3770.63918	9.922	0.057	B
3779.69257	9.955	0.057	B
3858.6215	9.973	0.053	B
4083.84198	9.919	0.041	B
4135.80249	9.929	0.042	B
4167.63994	9.959	0.045	B
4176.74263	9.903	0.053	B
4197.59024	9.97	0.05	B
4199.63226	9.881	0.057	B
4721.90868	9.941	0.054	B
4851.76885	9.939	0.052	B
4916.60298	10.057	0.057	B
4948.61019	9.953	0.056	B
5021.45572	9.925	0.057	B
5124.85169	9.964	0.057	B
5129.85419	10.001	0.052	B
5137.83618	9.941	0.056	B
5161.83085	9.929	0.056	B
4154.7386	9.964	0.042	B
2247.78857	9.966	0.049	B
3357.78932	9.941	0.041	B
3372.80796	9.969	0.048	B
3678.82718	9.949	0.04	B
3728.76588	9.931	0.049	B
3743.74254	9.971	0.044	B
4105.74251	9.951	0.038	B
4111.80853	9.966	0.048	B
4131.78772	9.948	0.043	B
4133.80343	9.972	0.044	B
4144.80266	9.908	0.041	B
4154.7386	9.919	0.042	B
4156.75143	9.942	0.033	B
4162.75984	9.994	0.045	B
4164.77128	9.934	0.045	B
4426.84521	9.967	0.051	B
4485.71399	9.951	0.044	B
4550.58022	10.004	0.047	B
4575.67298	10.003	0.042	B
4582.66381	9.91	0.045	B
4610.52546	9.986	0.038	B
4647.48836	10.004	0.049	B
4783.85112	9.926	0.043	B
4861.73909	9.979	0.041	B
4869.69776	10.691	0.049	B
4879.72131	9.938	0.042	B
4902.62653	10	0.056	B
4905.63788	9.969	0.05	B
4907.68227	10.01	0.051	B
4914.57736	9.934	0.049	B
4916.62766	10.008	0.055	B
4921.55956	9.948	0.05	B
4926.54586	9.97	0.052	B
4929.65257	9.928	0.052	B
4932.62875	9.946	0.051	B
4936.68957	9.971	0.052	B
4954.5086	9.965	0.055	B
4961.59567	9.986	0.055	B
4969.58124	10	0.055	B
5013.49105	9.943	0.053	B
5021.46928	9.982	0.049	B
5023.47525	9.973	0.049	B
5084.90964	9.947	0.055	B
5089.89838	9.941	0.048	B
5093.90087	9.95	0.049	B
5125.8458	9.986	0.051	B
5161.84628	9.979	0.053	B
5165.80661	9.994	0.052	B
