HJD	MAG	MER_4	GRADE
4278.6625	9.01	0.035	A
4282.66621	9.023	0.048	A
4284.67047	9.015	0.04	A
4290.66222	9.001	0.034	A
4292.61121	9.069	0.034	A
4296.61672	8.987	0.042	A
4298.62134	9.123	0.04	A
4300.57529	9.005	0.04	A
4302.62463	8.977	0.059	A
4304.56717	8.985	0.033	A
4306.58411	9.007	0.033	A
4308.62311	9.011	0.047	A
4310.6825	9.028	0.037	A
4315.69915	9.282	0.045	A
4319.57307	8.998	0.034	A
4330.49957	9.012	0.034	A
4332.5233	9.01	0.036	A
4334.53974	9.012	0.033	A
4338.56346	9.045	0.033	A
4340.61808	9.037	0.043	A
4342.60978	9.003	0.039	A
4344.60966	9.033	0.042	A
4346.60929	9.008	0.038	A
4348.61249	9.013	0.037	A
4350.61635	9.018	0.042	A
4353.50851	9.01	0.033	A
4355.60056	8.995	0.037	A
4358.49076	9	0.033	A
4360.49045	8.998	0.036	A
4362.55361	9.011	0.034	A
4364.55419	9.334	0.035	A
4368.53983	8.991	0.039	A
4373.50147	9.001	0.044	A
4376.52778	8.979	0.04	A
4378.54812	9.018	0.042	A
4381.52052	9.012	0.039	A
4387.49877	9.323	0.033	A
4389.50093	8.987	0.04	A
4481.86722	9.004	0.049	A
4487.86609	9.028	0.044	A
4491.86796	9.005	0.048	A
4499.86388	9.011	0.039	A
4503.84247	9.008	0.051	A
4506.85645	8.98	0.04	A
4510.84155	8.981	0.043	A
4519.84045	9.043	0.04	A
4522.84173	9.009	0.035	A
4525.84215	9.01	0.038	A
4528.87988	9.018	0.037	A
4531.85197	9.012	0.038	A
4535.85854	8.991	0.038	A
4538.82926	9.016	0.036	A
4541.8008	9.015	0.036	A
4547.78069	9.013	0.042	A
4550.80133	9.011	0.039	A
4552.87279	9.01	0.037	A
4555.78246	9.007	0.037	A
4558.76987	9.008	0.035	A
4560.83849	9.004	0.035	A
4563.76196	8.987	0.041	A
4565.81969	9.026	0.035	A
4568.74687	8.98	0.037	A
4570.81068	9.011	0.034	A
4572.776	8.996	0.038	A
4574.74726	9	0.041	A
4576.7708	9.011	0.042	A
4579.84713	9.074	0.043	A
4583.72701	9.015	0.036	A
4586.75603	8.99	0.039	A
4589.6867	8.994	0.038	A
4591.7268	8.996	0.037	A
4593.75853	9.014	0.035	A
4595.82294	8.999	0.034	A
4597.74296	8.995	0.034	A
4602.68182	9.029	0.042	A
4606.69632	9.008	0.049	A
4609.63912	9.003	0.037	A
4611.6842	9.231	0.037	A
4616.67827	9.002	0.035	A
4618.69258	9	0.036	A
4623.86354	8.999	0.04	A
4626.57024	9.011	0.034	A
4630.64113	9.007	0.037	A
4632.65905	9.002	0.038	A
4638.82096	9.004	0.043	A
4640.80591	9.011	0.036	A
4642.80141	9.004	0.038	A
4645.54667	9.008	0.035	A
4647.58747	8.993	0.042	A
4649.60352	9	0.043	A
4653.64744	9.14	0.035	A
4655.5916	9.014	0.035	A
4657.63605	9.241	0.047	A
4660.59698	9.022	0.058	A
4662.65653	9.004	0.043	A
4664.6542	9.009	0.041	A
4666.65857	9.02	0.039	A
4670.62065	8.997	0.037	A
4672.64383	9.039	0.038	A
4675.67968	8.995	0.039	A
4678.67741	9.031	0.04	A
4681.59473	9.01	0.039	A
4683.59478	8.982	0.043	A
4685.5717	8.966	0.046	A
4687.56011	9.032	0.037	A
4691.59433	9.02	0.04	A
4694.645	9.031	0.048	A
4698.61623	8.967	0.041	A
4700.61445	9.347	0.038	A
4702.61951	9.02	0.038	A
4704.61119	9.036	0.041	A
4707.59155	8.97	0.047	A
4716.54814	9.033	0.039	A
4720.60285	9.095	0.043	A
4726.58361	9.164	0.049	A
4729.57346	9.022	0.041	A
4733.52388	8.988	0.041	A
4737.53596	8.999	0.039	A
4740.52577	8.995	0.038	A
4743.51275	9.001	0.045	A
4745.52597	8.983	0.042	A
4754.50535	8.987	0.044	A
4758.49272	9.017	0.049	A
4847.85534	9.014	0.04	A
4850.85814	9.01	0.046	A
4862.85648	8.993	0.039	A
4867.83802	9.363	0.043	A
4870.86218	9.017	0.041	A
4876.84656	8.984	0.043	A
4883.89546	9.016	0.04	A
4891.8198	9	0.051	A
4901.89547	9.029	0.058	A
4905.77283	9.026	0.055	A
4916.74542	9.012	0.051	A
4918.84415	9.18	0.057	A
4921.78551	9.358	0.054	A
4926.8292	9.002	0.054	A
4929.83336	9.005	0.059	A
4935.74091	9.002	0.06	A
4940.72561	9.032	0.058	A
4948.72599	9.024	0.056	A
4951.71433	8.988	0.053	A
4955.74629	8.999	0.06	A
4959.76622	8.999	0.062	A
4967.73868	9.355	0.055	A
4969.75194	9.015	0.052	A
4975.64416	9.02	0.056	A
4984.69412	9.002	0.057	A
4992.85944	9.017	0.058	A
5015.64831	9.014	0.055	A
5022.51613	9.037	0.059	A
5024.55983	8.998	0.054	A
5031.61248	9.011	0.047	A
5037.53603	9.011	0.045	A
5039.52875	9.264	0.052	A
5041.53809	9.008	0.047	A
5057.56394	9.009	0.049	A
5063.574	8.962	0.051	A
5084.57041	8.985	0.05	A
5093.5782	8.995	0.058	A
2151.54229	9.004	0.053	B
3449.79294	8.985	0.06	B
1997.78267	9.378	0.05	B
2037.67016	9.032	0.055	B
2059.67556	9.025	0.061	B
2062.57192	9.207	0.056	B
2083.58201	8.994	0.054	B
2087.57143	9.011	0.052	B
2172.54248	9.013	0.066	B
2175.48753	9.004	0.047	B
2178.50557	9.033	0.044	B
2185.51606	9.016	0.047	B
2721.76695	8.993	0.064	B
2833.68434	9.159	0.06	B
3190.67057	9.015	0.043	B
3410.84691	9.223	0.052	B
3426.82899	9.039	0.051	B
3501.79731	8.989	0.064	B
3592.67255	8.982	0.051	B
3762.85876	9.024	0.06	B
3767.84974	9.044	0.061	B
3792.84558	9.128	0.046	B
3798.86555	9.065	0.057	B
3906.56626	9.027	0.05	B
4157.81291	9.306	0.042	B
4312.70343	8.977	0.049	B
4516.81811	9.291	0.065	B
4710.55198	9.296	0.064	B
4724.52629	8.958	0.051	B
4762.49385	9.044	0.048	B
4937.80004	8.972	0.057	B
4945.84364	9.019	0.057	B
4962.67176	8.992	0.059	B
4972.84502	8.985	0.056	B
4986.6746	9.003	0.065	B
4988.68914	9.007	0.063	B
5017.77849	9.022	0.064	B
5047.68433	9.007	0.062	B
5086.57287	9.006	0.063	B
5088.59849	9.035	0.063	B
5098.50588	8.987	0.061	B
5110.50917	9.012	0.059	B
