HJD	MAG	MER_3	GRADE
4334.77523	9.779	0.038	A
4339.59656	9.771	0.044	A
4341.59657	9.792	0.041	A
4343.60275	9.768	0.041	A
4345.60866	9.798	0.04	A
4347.61098	9.788	0.039	A
4349.6091	9.786	0.044	A
4351.60858	9.755	0.045	A
4353.6913	9.792	0.038	A
4356.53372	9.789	0.039	A
4358.53596	9.769	0.039	A
4367.51567	9.893	0.043	A
4369.56707	9.792	0.044	A
4371.58515	9.768	0.046	A
4376.58865	9.764	0.041	A
4378.60389	9.782	0.046	A
4380.63257	9.788	0.046	A
4382.64066	9.791	0.038	A
4385.53926	9.771	0.04	A
4387.54145	9.78	0.04	A
4389.5317	9.779	0.041	A
4399.5373	9.801	0.048	A
4402.57542	9.951	0.045	A
4407.5056	9.773	0.042	A
4409.56319	9.875	0.043	A
4413.54914	9.781	0.039	A
4426.52205	9.78	0.048	A
4526.90022	9.772	0.045	A
4532.90328	10.02	0.043	A
4538.90298	9.778	0.044	A
4542.9009	9.774	0.044	A
4546.88814	9.837	0.044	A
4550.90481	9.772	0.045	A
4558.89987	9.783	0.04	A
4562.87599	9.773	0.044	A
4566.87688	9.783	0.042	A
4570.86511	9.78	0.039	A
4573.90802	9.784	0.039	A
4576.88383	9.777	0.042	A
4580.84826	9.788	0.043	A
4585.91693	9.814	0.045	A
4588.8605	9.796	0.043	A
4591.85314	9.774	0.044	A
4594.84867	9.776	0.039	A
4597.83876	9.781	0.043	A
4602.8381	9.778	0.045	A
4606.85449	9.979	0.049	A
4616.84756	9.796	0.04	A
4623.77391	9.774	0.041	A
4627.80326	9.779	0.044	A
4629.7784	9.784	0.041	A
4631.7982	9.786	0.042	A
4633.78619	9.771	0.048	A
4640.7714	9.789	0.039	A
4642.76557	9.767	0.04	A
4644.78867	9.771	0.043	A
4647.70296	9.791	0.041	A
4649.74733	9.784	0.052	A
4651.79574	9.883	0.043	A
4653.77497	9.776	0.04	A
4655.73433	9.784	0.041	A
4657.76477	9.796	0.04	A
4661.63939	9.785	0.041	A
4667.69676	9.778	0.041	A
4672.76949	9.76	0.041	A
4675.77724	9.787	0.039	A
4681.70587	9.759	0.046	A
4683.75651	9.771	0.04	A
4685.67619	9.759	0.046	A
4687.66033	9.784	0.041	A
4694.62358	9.781	0.048	A
4697.71548	9.812	0.04	A
4701.68962	9.78	0.041	A
4703.69353	9.8	0.04	A
4705.75054	9.773	0.041	A
4708.64438	9.795	0.044	A
4710.66214	9.799	0.044	A
4715.56836	9.8	0.042	A
4722.54573	9.77	0.046	A
4725.57082	9.764	0.049	A
4728.53505	9.783	0.044	A
4733.5914	9.94	0.046	A
4737.58011	9.77	0.044	A
4740.56897	9.825	0.042	A
4754.578	9.788	0.049	A
4756.60815	9.784	0.045	A
4759.57454	9.804	0.046	A
4762.56898	9.751	0.044	A
4765.56268	9.815	0.049	A
4768.5525	9.773	0.048	A
4771.51959	9.768	0.047	A
4777.50289	9.768	0.049	A
4786.53149	9.981	0.05	A
4945.84827	9.78	0.052	A
4951.86716	9.824	0.052	A
5082.66162	9.803	0.051	A
5084.69967	9.765	0.052	A
1965.90516	9.829	0.053	B
1967.90446	9.851	0.049	B
1979.87174	9.813	0.046	B
1981.87234	9.75	0.043	B
1982.88245	9.782	0.048	B
1984.8703	9.778	0.045	B
1994.86682	9.785	0.049	B
1996.86179	9.811	0.051	B
1998.85413	9.768	0.053	B
2000.85634	9.987	0.052	B
2064.80751	9.795	0.048	B
2093.62463	9.78	0.037	B
2134.60327	9.953	0.032	B
2442.72705	9.777	0.026	B
2446.72697	9.789	0.03	B
2466.66341	9.821	0.029	B
2473.63316	9.772	0.038	B
2474.67093	9.776	0.037	B
2481.62174	9.836	0.047	B
2482.65157	9.773	0.042	B
2486.62905	9.806	0.039	B
2491.62731	9.778	0.044	B
2493.61603	9.776	0.036	B
2508.61401	9.772	0.032	B
2529.53723	9.736	0.041	B
2535.60481	9.814	0.039	B
2540.65872	9.787	0.033	B
2553.53698	9.795	0.034	B
2564.58749	9.789	0.03	B
2707.88829	9.78	0.048	B
2769.84607	9.777	0.044	B
2853.61161	9.789	0.043	B
3118.89218	9.758	0.049	B
3146.78654	9.79	0.044	B
3163.81886	9.818	0.041	B
3172.78816	9.764	0.05	B
3190.82811	9.801	0.04	B
3656.51697	9.795	0.04	B
4381.54879	9.99	0.039	B
4769.5237	9.804	0.038	B
4776.53411	9.778	0.042	B
4793.51657	9.944	0.052	B
2487.65743	9.778	0.048	B
2713.89959	9.766	0.046	B
2207.5527	9.769	0.055	B
2213.49994	9.793	0.045	B
3448.9113	9.77	0.054	B
3491.91256	9.756	0.05	B
3520.83484	9.765	0.051	B
3577.75872	9.746	0.051	B
3588.68142	9.807	0.054	B
3590.75273	9.797	0.049	B
3601.6152	9.762	0.05	B
3618.67797	9.759	0.051	B
3620.66268	9.795	0.05	B
3651.63134	9.821	0.048	B
3656.49307	9.764	0.056	B
3677.53608	9.805	0.048	B
3863.87058	9.972	0.047	B
3869.83276	9.78	0.054	B
3874.86623	9.793	0.051	B
3901.79342	9.776	0.051	B
3905.83477	9.808	0.052	B
4165.90123	9.762	0.058	B
4208.89554	9.949	0.048	B
4233.82615	9.816	0.056	B
4290.73896	9.822	0.055	B
4312.67113	9.8	0.049	B
4360.5398	9.775	0.058	B
4373.59733	9.786	0.044	B
4422.52222	9.744	0.06	B
4678.79374	9.771	0.055	B
4730.57603	9.765	0.051	B
4779.55049	9.945	0.051	B
4783.54012	9.761	0.055	B
4892.90052	9.776	0.06	B
4928.91246	9.764	0.058	B
4948.88242	9.805	0.054	B
4954.85694	9.801	0.058	B
4962.85328	9.793	0.058	B
4967.87393	9.811	0.06	B
4974.81188	9.796	0.056	B
4984.82584	9.772	0.054	B
4988.81259	9.794	0.054	B
4990.80114	9.994	0.059	B
5014.74962	9.791	0.055	B
5022.72643	9.792	0.059	B
5024.73064	9.812	0.06	B
5029.77741	9.792	0.054	B
5042.67164	9.78	0.062	B
5067.59792	9.786	0.06	B
5071.6124	9.84	0.058	B
5087.54251	9.76	0.057	B
5089.59581	9.765	0.059	B
5093.65788	9.777	0.06	B
5097.65887	9.811	0.055	B
5111.56089	9.78	0.053	B
5144.51871	9.764	0.061	B
