HJD	MAG	MER_3	GRADE
4594.74976	9.61	0.033	A
4596.75989	9.61	0.033	A
4599.6739	9.597	0.04	A
4601.7062	9.613	0.035	A
4603.72457	9.629	0.039	A
4607.72485	9.601	0.043	A
4610.65155	9.618	0.036	A
4612.68603	9.601	0.039	A
4616.68889	9.62	0.033	A
4618.70045	9.614	0.043	A
4623.86642	9.599	0.037	A
4626.56811	9.604	0.037	A
4630.64402	9.632	0.038	A
4632.66194	9.612	0.036	A
4637.82183	9.616	0.044	A
4640.62624	9.601	0.037	A
4642.61616	9.873	0.034	A
4644.63408	9.61	0.039	A
4648.64892	9.64	0.038	A
4652.70876	9.614	0.034	A
4654.6897	9.611	0.038	A
4656.66534	9.631	0.04	A
4658.70143	9.606	0.049	A
4661.57588	9.627	0.039	A
4663.65599	9.637	0.043	A
4665.70657	9.642	0.041	A
4669.5434	9.593	0.037	A
4671.61959	9.623	0.035	A
4677.63342	9.63	0.041	A
4679.645	9.88	0.036	A
4684.6111	9.629	0.042	A
4690.63625	9.602	0.039	A
4698.57239	9.62	0.037	A
4700.57514	9.626	0.041	A
4702.5899	9.838	0.037	A
4704.5776	9.624	0.04	A
4706.6371	9.616	0.036	A
4709.57138	9.612	0.04	A
4716.5082	9.656	0.038	A
4720.55006	9.611	0.043	A
4722.59111	9.722	0.044	A
4729.52276	9.625	0.041	A
4737.51986	9.609	0.038	A
4740.51124	9.596	0.037	A
4743.50672	9.626	0.047	A
4753.50696	9.657	0.057	A
4849.85117	9.625	0.043	A
4862.87755	9.609	0.038	A
4867.8445	9.617	0.046	A
4871.83816	9.629	0.046	A
4875.88944	9.677	0.044	A
4883.82744	9.618	0.038	A
4891.83908	9.619	0.05	A
4904.83918	9.63	0.055	A
4907.8189	9.609	0.056	A
4910.88131	9.617	0.051	A
4917.82027	9.628	0.051	A
4938.80047	9.911	0.055	A
4947.71261	9.613	0.054	A
4949.75625	9.631	0.052	A
4951.84935	9.611	0.052	A
4954.68734	9.619	0.051	A
4967.752	9.637	0.054	A
4969.76977	9.64	0.052	A
4975.69312	10.026	0.053	A
5006.62972	9.599	0.052	A
5012.61821	9.995	0.058	A
5014.58809	9.623	0.052	A
5021.69599	9.624	0.051	A
5023.69853	9.594	0.049	A
5030.73081	9.614	0.049	A
5038.59307	9.61	0.058	A
5040.56049	9.61	0.053	A
5042.5601	9.596	0.055	A
5083.60764	9.624	0.054	A
3450.79134	9.596	0.051	A
3453.73564	9.608	0.039	A
2487.62354	9.591	0.047	B
1979.82744	9.631	0.047	B
1984.81142	9.832	0.049	B
1994.68526	9.69	0.048	B
2083.59137	9.617	0.056	B
2086.58615	9.608	0.054	B
2094.56595	9.66	0.054	B
2102.53934	9.614	0.052	B
2175.51048	9.747	0.06	B
2191.48748	9.677	0.052	B
2481.50489	9.595	0.047	B
2493.48364	9.582	0.053	B
2501.49037	9.624	0.047	B
2707.8237	9.608	0.063	B
2721.77744	9.985	0.057	B
2802.81873	9.646	0.065	B
2892.54981	9.972	0.045	B
3152.89315	9.629	0.064	B
3190.68915	9.628	0.046	B
3472.82456	9.615	0.06	B
3477.80227	9.597	0.042	B
3483.765	9.604	0.048	B
3504.67892	9.597	0.054	B
3594.57552	9.698	0.055	B
3621.55984	9.621	0.052	B
3663.49506	9.639	0.058	B
3748.86544	9.604	0.055	B
3764.84925	9.634	0.058	B
3773.86635	9.589	0.055	B
3789.83041	9.66	0.056	B
3792.85861	9.605	0.06	B
3892.6902	9.601	0.06	B
4172.84612	9.62	0.046	B
4178.82831	10.047	0.056	B
4255.81661	9.787	0.065	B
4350.5715	9.605	0.044	B
4621.82372	9.642	0.064	B
4646.62353	9.603	0.058	B
4650.70205	9.628	0.044	B
4682.62748	10.032	0.043	B
4726.5301	9.615	0.048	B
4731.54552	9.653	0.06	B
4745.51998	9.613	0.046	B
4887.83054	9.639	0.061	B
4914.89649	9.624	0.062	B
4920.79043	9.64	0.062	B
4924.86399	9.622	0.059	B
4936.73989	9.629	0.057	B
4959.7362	9.642	0.06	B
4962.66983	9.616	0.059	B
4984.67697	9.619	0.057	B
4988.6828	9.603	0.062	B
4990.72939	9.61	0.065	B
5017.63508	9.633	0.063	B
5025.7458	9.603	0.059	B
5047.59553	9.615	0.061	B
5049.6101	9.924	0.062	B
5075.61178	9.622	0.057	B
5086.51029	9.698	0.063	B
5088.56767	9.595	0.061	B
5097.53127	9.622	0.062	B
5099.55206	9.759	0.057	B
5122.49405	9.626	0.059	B
