HJD	MAG	MER_3	GRADE
3424.83399	9.579	0.042	A
3436.82855	9.593	0.04	A
3450.82616	9.613	0.047	A
3453.70997	9.6	0.039	A
3455.72956	9.58	0.044	A
3459.80936	9.594	0.035	A
3462.74348	9.598	0.041	A
3464.78848	9.591	0.034	A
3467.73885	9.603	0.037	A
3469.82108	9.608	0.034	A
3472.71423	9.589	0.031	A
3474.76011	9.596	0.045	A
3477.6845	9.602	0.04	A
3479.74767	9.595	0.035	A
3481.73447	9.578	0.037	A
3483.72697	9.555	0.051	A
3490.72237	9.589	0.043	A
3492.70976	9.578	0.04	A
3496.70249	9.592	0.032	A
3499.70511	9.609	0.039	A
3501.75089	9.563	0.038	A
3503.80533	9.605	0.043	A
3506.84225	9.566	0.032	A
3509.79509	9.593	0.029	A
3512.62651	9.577	0.033	A
3515.81391	9.568	0.044	A
3521.77109	9.594	0.052	A
3523.72929	9.59	0.044	A
3525.76406	9.585	0.04	A
3530.55821	9.564	0.04	A
3538.63195	9.644	0.036	A
3544.51954	9.592	0.04	A
3547.6349	9.599	0.038	A
3554.64992	9.612	0.033	A
3556.75151	9.604	0.037	A
3559.73928	9.599	0.039	A
3564.52196	9.709	0.034	A
3569.6982	9.613	0.036	A
3573.61157	9.601	0.033	A
3575.62581	9.584	0.035	A
3577.63887	9.594	0.039	A
3586.60545	9.607	0.041	A
3593.53952	9.581	0.04	A
3601.55776	9.61	0.043	A
3603.56434	9.609	0.037	A
3606.56851	9.597	0.038	A
3617.55748	9.595	0.039	A
3624.55639	9.582	0.035	A
3635.48238	9.589	0.054	A
3641.49093	9.581	0.041	A
3644.48893	9.604	0.044	A
3651.48647	9.603	0.049	A
3741.86056	9.59	0.041	A
3750.85249	9.601	0.047	A
3754.83919	9.612	0.047	A
3757.86174	9.578	0.041	A
3773.83592	9.596	0.049	A
3777.82307	9.609	0.046	A
3782.86651	9.626	0.045	A
3789.79864	9.613	0.039	A
3792.82309	9.595	0.053	A
3795.81861	9.595	0.04	A
3802.76787	9.596	0.052	A
3805.78364	9.606	0.04	A
3808.78869	9.595	0.046	A
3810.83047	9.563	0.044	A
3815.83542	9.621	0.043	A
3818.75707	9.563	0.047	A
3820.84667	9.565	0.047	A
3823.74669	9.627	0.046	A
3825.80046	9.605	0.046	A
3828.72483	9.6	0.038	A
3830.79672	9.593	0.045	A
3832.77786	9.602	0.04	A
3834.76989	9.586	0.044	A
3836.78408	9.593	0.048	A
3848.74124	9.639	0.056	A
3850.75628	9.581	0.037	A
3852.80161	9.593	0.044	A
3855.67089	9.585	0.053	A
3861.72245	9.586	0.035	A
3863.69959	9.627	0.038	A
3869.6871	9.656	0.044	A
3871.68302	9.592	0.038	A
3874.7644	9.61	0.037	A
3882.66033	9.58	0.037	A
3886.73451	9.599	0.036	A
3892.67341	9.593	0.053	A
3897.61075	9.61	0.041	A
3903.66976	9.603	0.038	A
3905.66638	9.838	0.039	A
3907.66948	9.621	0.04	A
3909.77395	9.626	0.038	A
3913.75155	9.602	0.039	A
3981.54701	9.603	0.046	A
4105.86082	9.734	0.043	A
4125.84583	9.532	0.045	A
4129.84084	9.917	0.033	A
4133.82345	9.552	0.042	A
4136.83678	9.595	0.039	A
4139.84293	9.609	0.033	A
4151.80843	9.588	0.034	A
4154.83363	9.59	0.039	A
4160.81512	9.591	0.033	A
4163.80329	9.576	0.049	A
4176.83635	9.571	0.037	A
4179.827	9.591	0.038	A
4182.76698	9.601	0.035	A
4185.75661	9.558	0.038	A
4189.7298	9.853	0.03	A
4191.74364	9.601	0.034	A
4193.74345	9.585	0.038	A
4200.74908	9.606	0.031	A
4203.76941	9.59	0.032	A
4205.76326	9.571	0.035	A
4208.85494	9.608	0.04	A
4213.75204	9.675	0.036	A
4216.74173	9.624	0.032	A
4227.70601	9.607	0.031	A
4229.70959	9.58	0.031	A
4231.71712	9.593	0.037	A
4233.71655	9.586	0.029	A
4235.71465	9.607	0.034	A
4246.66415	9.575	0.033	A
4253.66989	9.597	0.035	A
4255.70211	9.612	0.031	A
4269.73342	9.6	0.034	A
4272.69539	9.588	0.031	A
4274.69774	9.579	0.034	A
4283.71699	9.59	0.047	A
4285.68089	9.574	0.039	A
4289.6776	9.585	0.033	A
4291.67665	9.605	0.031	A
4293.66476	9.584	0.03	A
4295.68064	9.603	0.032	A
4297.67098	9.587	0.038	A
4299.64613	9.605	0.037	A
4301.60034	9.601	0.036	A
4303.60854	9.589	0.035	A
4306.64452	9.6	0.032	A
4308.65677	9.6	0.046	A
4311.59065	9.594	0.033	A
4316.62109	9.574	0.034	A
4319.62881	9.579	0.032	A
4334.49496	9.595	0.03	A
4344.56676	9.571	0.038	A
4346.56564	9.598	0.031	A
4348.57093	9.597	0.037	A
4351.49918	9.585	0.039	A
4354.51767	9.616	0.03	A
4356.53988	9.58	0.033	A
4361.49971	9.585	0.031	A
4363.53622	9.628	0.036	A
4368.50828	9.569	0.039	A
4371.49009	9.599	0.037	A
4382.48687	9.585	0.036	A
4479.85531	9.593	0.037	A
4485.87432	9.594	0.037	A
4490.85659	9.588	0.033	A
4494.8284	9.58	0.036	A
4498.87172	9.567	0.033	A
4502.82428	9.567	0.042	A
4505.84876	9.61	0.037	A
4519.80543	9.569	0.036	A
4522.8307	9.597	0.031	A
4525.88909	9.582	0.031	A
4528.82109	9.581	0.036	A
4535.8126	9.586	0.033	A
4538.78485	9.599	0.031	A
4540.83487	9.597	0.037	A
4543.77906	9.608	0.036	A
4545.8285	9.603	0.044	A
4547.81176	9.605	0.039	A
4552.81862	9.578	0.033	A
4555.73934	9.604	0.032	A
4557.79977	9.594	0.035	A
4560.7284	9.57	0.032	A
4562.78528	9.594	0.031	A
4567.71355	9.568	0.035	A
4569.82894	9.598	0.035	A
4571.7493	9.577	0.036	A
4573.74318	9.588	0.035	A
4575.74048	9.601	0.034	A
4579.76198	9.647	0.038	A
4582.73564	9.706	0.036	A
4585.78206	9.586	0.046	A
4587.90134	9.585	0.031	A
4592.70141	9.598	0.031	A
4594.70303	9.589	0.029	A
4596.70252	9.613	0.03	A
4602.66012	9.592	0.036	A
4607.67568	9.606	0.04	A
4609.83437	9.578	0.039	A
4611.79066	9.592	0.033	A
4616.79917	9.626	0.034	A
4622.73011	9.55	0.036	A
4630.66828	9.615	0.031	A
4639.65802	9.607	0.033	A
4641.68324	9.606	0.034	A
4643.67898	9.565	0.041	A
4652.54695	9.597	0.039	A
4654.53304	9.575	0.034	A
4656.54541	9.619	0.035	A
4661.51872	9.592	0.036	A
4663.59016	9.587	0.042	A
4665.66758	9.587	0.038	A
4667.68555	9.74	0.046	A
4677.60619	9.585	0.037	A
4679.60983	9.684	0.034	A
4682.59976	9.714	0.041	A
4684.56708	9.609	0.04	A
4691.55713	9.695	0.038	A
4694.61321	9.842	0.044	A
4698.60512	9.615	0.041	A
4700.60478	9.782	0.038	A
4703.50422	9.667	0.04	A
4705.52906	9.61	0.042	A
4708.54404	9.61	0.041	A
4716.55565	9.587	0.037	A
4721.53798	9.892	0.039	A
4728.49863	9.564	0.043	A
4743.4916	9.581	0.038	A
4836.8561	9.605	0.044	A
4844.86482	9.613	0.044	A
4848.83345	9.571	0.035	A
4857.85262	9.588	0.032	A
4861.87871	9.652	0.037	A
4865.86054	9.575	0.046	A
4869.84998	9.569	0.04	A
4872.86993	9.568	0.038	A
4876.84056	9.691	0.039	A
4883.84206	9.609	0.036	A
4915.81935	9.914	0.051	A
4918.75533	9.824	0.053	A
4921.74911	9.831	0.049	A
4926.7948	9.601	0.048	A
4947.67328	9.593	0.046	A
4951.83133	9.746	0.047	A
4954.65045	9.894	0.05	A
4966.66464	9.923	0.05	A
4985.62765	9.602	0.048	A
4991.63705	9.616	0.051	A
4994.69885	9.595	0.049	A
5021.62582	9.608	0.047	A
5023.62888	9.641	0.046	A
5037.55509	9.615	0.042	A
5039.54936	9.585	0.048	A
5048.56011	9.578	0.048	A
1962.90928	9.58	0.058	B
2000.74239	9.629	0.05	B
2027.67515	9.613	0.047	B
2030.66505	9.595	0.045	B
2031.68542	9.629	0.05	B
2037.65954	9.586	0.05	B
2038.66073	9.598	0.056	B
2052.60156	9.622	0.051	B
2053.64357	9.616	0.051	B
2054.6377	9.577	0.052	B
2055.61949	9.602	0.048	B
2056.62322	9.601	0.045	B
2057.61389	9.599	0.048	B
2058.61594	9.615	0.045	B
2062.59271	9.61	0.051	B
2067.60026	9.6	0.05	B
2068.59458	9.61	0.049	B
2069.59721	9.603	0.048	B
2070.58766	9.599	0.049	B
2079.55226	9.603	0.038	B
2081.56187	9.618	0.047	B
2083.55014	9.581	0.044	B
2086.56167	9.608	0.047	B
2087.55791	9.605	0.046	B
2088.55187	9.615	0.046	B
2093.51658	9.609	0.046	B
2094.54056	9.646	0.049	B
2105.54392	9.612	0.042	B
2124.46553	9.683	0.048	B
2130.53816	9.873	0.043	B
2143.51455	9.612	0.048	B
2463.53657	9.593	0.053	B
2476.491	9.627	0.059	B
2501.49201	9.628	0.046	B
2554.48635	9.592	0.048	B
2747.76447	9.591	0.05	B
2775.68607	9.57	0.059	B
3034.87057	9.617	0.057	B
3165.7346	9.623	0.056	B
3190.65723	9.591	0.037	B
3412.84711	9.649	0.053	B
3421.85537	9.59	0.044	B
3424.83611	9.578	0.048	B
3427.82592	9.633	0.041	B
3492.72623	9.593	0.059	B
3518.64333	9.62	0.063	B
3525.81168	9.649	0.061	B
3544.52615	9.594	0.046	B
3559.72139	9.608	0.045	B
3562.48127	9.612	0.044	B
3585.61726	9.596	0.047	B
3597.62223	9.592	0.054	B
3601.59511	9.611	0.046	B
3621.54606	9.566	0.048	B
3635.5043	9.615	0.056	B
3802.78794	9.602	0.057	B
3851.75165	9.606	0.05	B
3856.66718	9.603	0.044	B
3868.70882	9.62	0.049	B
3872.71565	9.682	0.05	B
4687.55608	9.582	0.043	B
4724.50566	9.799	0.047	B
4730.50098	9.836	0.047	B
4744.49494	9.615	0.051	B
4899.88172	9.568	0.056	B
4920.75929	9.594	0.057	B
4924.8516	9.913	0.056	B
4928.77196	9.6	0.056	B
4931.72808	9.622	0.055	B
4936.6991	9.859	0.061	B
4950.80017	9.593	0.058	B
4959.70874	9.583	0.057	B
4967.70718	9.576	0.055	B
4972.77456	9.725	0.056	B
4988.67314	9.59	0.06	B
5006.61069	9.559	0.055	B
5015.67112	9.525	0.058	B
5020.71843	9.615	0.059	B
5029.59264	9.622	0.057	B
5038.57007	9.672	0.059	B
5040.55043	9.587	0.059	B
5049.59368	9.608	0.056	B
5067.58095	9.609	0.06	B
5069.58935	9.584	0.06	B
5071.60469	9.579	0.058	B
5084.53282	9.569	0.051	B
5086.53831	9.607	0.058	B
5110.49498	9.587	0.059	B
2052.60156	9.697	0.051	B
2057.61389	9.584	0.048	B
2058.61594	9.603	0.045	B
2143.51455	9.622	0.048	B
3427.82592	9.925	0.041	B
3851.75165	9.81	0.05	B
4936.6991	9.853	0.061	B
2173.49585	9.614	0.047	B
3389.85429	9.583	0.04	B
3393.85361	9.572	0.053	B
3448.76582	9.593	0.046	B
3487.69518	9.623	0.054	B
3737.85756	9.543	0.047	B
3746.84796	9.581	0.057	B
3761.83536	9.628	0.055	B
3765.83238	9.599	0.05	B
3769.83815	9.547	0.048	B
3798.81744	9.586	0.052	B
3890.72087	9.853	0.055	B
3901.66901	9.575	0.044	B
4143.81743	9.594	0.041	B
4166.83019	9.585	0.049	B
4340.56509	9.607	0.037	B
4342.56977	9.592	0.038	B
4516.79117	9.604	0.054	B
4645.68477	9.587	0.048	B
4647.75236	9.54	0.043	B
4649.73465	9.727	0.047	B
4710.58938	9.564	0.061	B
4725.52231	9.627	0.049	B
4886.84948	9.551	0.048	B
4904.80998	9.598	0.055	B
4907.84615	9.585	0.05	B
4937.70044	9.617	0.051	B
4939.75364	9.896	0.057	B
4949.71657	9.596	0.049	B
4961.69858	9.577	0.059	B
4968.7156	9.581	0.052	B
4973.82641	9.599	0.051	B
5025.63969	9.578	0.059	B
5031.63959	9.581	0.053	B
5057.58278	9.576	0.057	B
5063.59172	9.557	0.052	B
5085.51289	9.608	0.047	B
5098.51639	9.58	0.058	B
5105.49468	9.568	0.059	B
